db_id,original_nl,paraphrased_nl,gt_nl,generated_sql,matched,attempts
concert_singer,What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,What are the locations and names of the stadiums that hosted concerts that took place in both the year 2014 and the year 2015?,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT DISTINCT s.location, s.name FROM stadium s JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.year IN (2014, 2015) GROUP BY s.location, s.name HAVING COUNT(DISTINCT c.year) = 2;",True,1.0
concert_singer,Find the number of concerts happened in the stadium with the highest capacity .,What is the count of concerts that took place in the stadium with the maximum capacity?,SELECT count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id ORDER BY T2.Capacity DESC LIMIT 1,SELECT COUNT(*) FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE stadium.capacity = (SELECT MAX(capacity) FROM stadium);,False,-1.0
concert_singer,What are the number of concerts that occurred in the stadium with the largest capacity ?,What is the count of concerts that took place in the stadium with the highest capacity?,SELECT count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id ORDER BY T2.Capacity DESC LIMIT 1,SELECT COUNT(*) FROM concert JOIN stadium ON concert.stadium_id = stadium.stadium_id WHERE stadium.capacity = (SELECT MAX(capacity) FROM stadium);,False,-1.0
pets_1,Find the number of pets whose weight is heavier than 10.,What is the count of pets that weigh more than 10?,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;,True,1.0
pets_1,How many pets have a greater weight than 10?,What is the total count of pets that weigh more than ten?,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;,True,1.0
pets_1,Find the weight of the youngest dog.,What is the heaviest weight of a dog?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT MAX(weight) AS heaviest_weight FROM pets WHERE pettype = 'dog';,False,-1.0
pets_1,How much does the youngest dog weigh?,What is the weight of the lightest dog?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM pets WHERE pettype = 'dog' ORDER BY weight ASC LIMIT 1;,True,1.0
pets_1,Find the maximum weight for each type of pet. List the maximum weight and pet type.,"What are the highest weights for each type of pet, along with the corresponding pet types?","SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT pettype, MAX(weight) AS highest_weight FROM pets GROUP BY pettype;",True,1.0
pets_1,List the maximum weight and type for each type of pet.,What are the maximum weights and corresponding pet types for every type of pet?,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT pettype , max(weight) FROM pets GROUP BY pettype",True,1.0
pets_1,Find number of pets owned by students who are older than 20.,What is the total count of pets belonging to students whose age exceeds twenty?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,SELECT COUNT(*) AS total_pet_count FROM student JOIN has_pet ON student.stuid = has_pet.stuid WHERE student.age > 20;,True,1.0
pets_1,How many pets are owned by students that have an age greater than 20?,What is the total count of pets that belong to students who are older than 20 years old?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.age  >  20,SELECT COUNT(*) AS total_pet_count FROM student JOIN has_pet ON student.stuid = has_pet.stuid WHERE student.age > 20;,True,1.0
pets_1,Find the number of dog pets that are raised by female students (with sex F).,What is the count of female students who have a dog as a pet?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',SELECT COUNT(DISTINCT s.stuid) AS female_students_with_dog FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE s.sex = 'F' AND p.pettype = 'dog';,False,-1.0
pets_1,How many dog pets are raised by female students?,What is the total count of pets that are dogs and owned by female students?,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',SELECT COUNT(*) FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE student.sex = 'F' AND pets.pettype = 'dog';,True,1.0
pets_1,Find the number of distinct type of pets.,What is the count of unique pet types?,SELECT count(DISTINCT pettype) FROM pets,SELECT COUNT(DISTINCT pettype) AS unique_pet_types_count FROM pets;,True,1.0
pets_1,How many different types of pet are there?,What variety of pets do students own?,SELECT count(DISTINCT pettype) FROM pets,SELECT DISTINCT p.pettype FROM pets p JOIN has_pet hp ON p.petid = hp.petid;,False,-1.0
pets_1,Find the first name of students who have cat or dog pet.,What are the first names of students who own either a cat or a dog as a pet?,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',SELECT DISTINCT s.fname FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' OR p.pettype = 'dog';,True,1.0
pets_1,What are the first names of every student who has a cat or dog as a pet?,What are the first names of all students who own either a cat or a dog?,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',SELECT DISTINCT s.fname FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' OR p.pettype = 'dog';,True,1.0
pets_1,Find the first name of students who have both cat and dog pets .,What are the first names of students who own both cats and dogs?,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',SELECT s.fname FROM student s JOIN has_pet hp1 ON s.stuid = hp1.stuid JOIN pets p1 ON hp1.petid = p1.petid AND p1.pettype = 'cat' JOIN has_pet hp2 ON s.stuid = hp2.stuid JOIN pets p2 ON hp2.petid = p2.petid AND p2.pettype = 'dog' GROUP BY s.stuid HAVING COUNT(DISTINCT p1.petid) > 0 AND COUNT(DISTINCT p2.petid) > 0;,True,1.0
pets_1,What are the students' first names who have both cats and dogs as pets?,What are the first names of the students who own both cats and dogs?,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',SELECT s.fname FROM student s JOIN has_pet hp1 ON s.stuid = hp1.stuid JOIN pets p1 ON hp1.petid = p1.petid AND p1.pettype = 'cat' JOIN has_pet hp2 ON s.stuid = hp2.stuid JOIN pets p2 ON hp2.petid = p2.petid AND p2.pettype = 'dog',True,1.0
pets_1,Find the major and age of students who do not have a cat pet.,What are the majors and ages of students who do not own a cat?,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT major, age FROM student WHERE stuid NOT IN ( SELECT stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pettype = 'cat' )",True,1.0
pets_1,"What major is every student who does not own a cat as a pet, and also how old are they?","What majors do students have who do not have a cat as a pet, and what are their ages?","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT DISTINCT major, age FROM student WHERE stuid NOT IN ( SELECT stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pettype = 'cat' )",False,-1.0
pets_1,Find the id of students who do not have a cat pet.,What students do not own a cat as a pet.,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT stuid FROM student EXCEPT SELECT stuid FROM has_pet JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype = 'cat';,True,1.0
pets_1,What are the ids of the students who do not own cats as pets?,What are the student IDs of the individuals who do not have cats as their pets?,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT stuid FROM student EXCEPT SELECT hst.stuid FROM has_pet hst JOIN pets hstpet ON hst.petid = hstpet.petid WHERE hstpet.pettype = 'cat',True,1.0
pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet.,What are the first names and ages of students who own a dog but do not own a cat?,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT DISTINCT s.fname, s.age FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'dog' AND s.stuid NOT IN ( SELECT DISTINCT s2.stuid FROM student s2 JOIN has_pet hp2 ON s2.stuid = hp2.stuid JOIN pets p2 ON hp2.petid = p2.petid WHERE p2.pettype = 'cat' );",False,-1.0
pets_1,What is the first name of every student who has a dog but does not have a cat?,What are the first names of all students who own a dog but do not own a cat?,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",SELECT DISTINCT s.fname FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'dog' AND s.stuid NOT IN ( SELECT DISTINCT s2.stuid FROM student s2 JOIN has_pet hp2 ON s2.stuid = hp2.stuid JOIN pets p2 ON hp2.petid = p2.petid WHERE p2.pettype = 'cat' );,False,-1.0
pets_1,Find the type and weight of the youngest pet.,What are the pet types and weights of the pets that are the youngest among all pets?,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT pettype , weight FROM pets WHERE pet_age = (SELECT min(pet_age) FROM pets)",True,1.0
pets_1,"What type of pet is the youngest animal, and how much does it weigh?","What is the pet type of the lightest pet, and what is its weight?","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT pettype, weight FROM pets ORDER BY weight ASC LIMIT 1;",True,1.0
pets_1,Find the id and weight of all pets whose age is older than 1.,What are the pet IDs and weights of all pets that are more than one year old?,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT petid , weight FROM pets WHERE pet_age > 1",True,1.0
pets_1,What is the id and weight of every pet who is older than 1?,What are the pet IDs and weights of all pets that are more than one year old?,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT petid , weight FROM pets WHERE pet_age > 1",True,1.0
pets_1,Find the average and maximum age for each type of pet.,What is the mean and highest age for every type of pet.,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT p.pettype, AVG(p.pet_age) AS mean_age, MAX(p.pet_age) AS highest_age FROM pets p GROUP BY p.pettype;",True,2.0
pets_1,What is the average and maximum age for each pet type?,What are the average and highest ages for every type of pet?,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT p.pettype, AVG(p.pet_age) AS average_age, MAX(p.pet_age) AS highest_age FROM pets p GROUP BY p.pettype;",True,2.0
pets_1,Find the average weight for each pet type.,What is the mean weight for every type of pet?,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT pettype, AVG(weight) AS mean_weight FROM pets GROUP BY pettype;",True,1.0
pets_1,What is the average weight for each type of pet?,What are the average weights for all different types of pets?,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT pettype, AVG(weight) AS average_weight FROM pets GROUP BY pettype;",True,1.0
pets_1,Find the first name and age of students who have a pet.,What are the first names and ages of students who own a pet?,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT s.fname, s.age FROM student s JOIN has_pet hp ON s.stuid = hp.stuid;",True,1.0
pets_1,What are the different first names and ages of the students who do have pets?,What are the unique first names and ages of students who own pets?,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT s.fname, s.age FROM student s JOIN has_pet hp ON s.stuid = hp.stuid;",True,1.0
pets_1,Find the id of the pet owned by student whose last name is 'Smith'.,What is the pet ID associated with the student who has a surname of 'Smith'?,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT has_pet.petid FROM student JOIN has_pet ON student.stuid = has_pet.stuid WHERE student.lname = 'Smith';,True,1.0
